category	authors	title	venue	year	doi	url	local_pdf	notes
gd2_loss_resistance	Mabe NW et al.	Transition to a mesenchymal state in neuroblastoma confers resistance to anti-GD2 antibody via reduced expression of ST8SIA1	Nature cancer	2022	10.1038/s43018-022-00405-x	https://pubmed.ncbi.nlm.nih.gov/35817829/	no_open_pdf_added	Mesenchymal-state transition in neuroblastoma reduces GD2 and confers resistance to anti-GD2 antibody
gd2_loss_resistance	Pilgrim AA et al.	The yes-associated protein (YAP) is associated with resistance to anti-GD2 immunotherapy in neuroblastoma through downregulation of ST8SIA1	Oncoimmunology	2023	10.1080/2162402X.2023.2240678	https://pubmed.ncbi.nlm.nih.gov/37554309/	no_open_pdf_added	YAP activation associated with resistance to anti-GD2 immunotherapy in neuroblastoma
gd2_loss_resistance	Wei SJ et al.	MYC transcription activation mediated by OCT4 as a mechanism of resistance to 13-cisRA-mediated differentiation in neuroblastoma	Cell death & disease	2020	10.1038/s41419-020-2563-4	https://pubmed.ncbi.nlm.nih.gov/32409685/	no_open_pdf_added	MYC/OCT4-mediated resistance to 13-cis-retinoic-acid differentiation in neuroblastoma
gd2_loss_resistance	Rebhan M et al.	Altered ganglioside expression by SH-SY5Y cells upon retinoic acid-induced neuronal differentiation	Neuroreport	1994	10.1097/00001756-199404000-00022	https://pubmed.ncbi.nlm.nih.gov/8061301/	no_open_pdf_added	Retinoic-acid-induced neuronal differentiation alters ganglioside (incl. GD2) expression in SH-SY5Y
foundational_gd2	Suzuki M et al.	Disialoganglioside GD2 as a therapeutic target for human diseases	Expert opinion on therapeutic targets	2015	10.1517/14728222.2014.986459	https://pubmed.ncbi.nlm.nih.gov/25604432/	no_open_pdf_added	Review: disialoganglioside GD2 as a therapeutic target for human diseases
foundational_gd2	Battula VL et al.	Ganglioside GD2 identifies breast cancer stem cells and promotes tumorigenesis	The Journal of clinical investigation	2012	10.1172/JCI59735	https://pubmed.ncbi.nlm.nih.gov/22585577/	no_open_pdf_added	GD2 identifies breast cancer stem cells and promotes tumorigenesis
foundational_gd2	Aygün Z et al.	Frequency of ALK and GD2 Expression in Neuroblastoma	Fetal and pediatric pathology	2019	10.1080/15513815.2019.1588439	https://pubmed.ncbi.nlm.nih.gov/30955398/	no_open_pdf_added	Frequency of ALK and GD2 expression in neuroblastoma
foundational_gd2	Saraf AJ et al.	Disialoganglioside GD2 Expression in Pediatric Rhabdomyosarcoma: A Case Series and Review of the Literature	Journal of pediatric hematology/oncology	2019	10.1097/MPH.0000000000001311	https://pubmed.ncbi.nlm.nih.gov/30198960/	no_open_pdf_added	GD2 expression in pediatric rhabdomyosarcoma (case series/review)
foundational_gd2	Wiebel M et al.	Surface expression of the immunotherapeutic target G(D2) in osteosarcoma depends on cell confluency	Cancer reports (Hoboken, N.J.)	2021	10.1002/cnr2.1394	https://pubmed.ncbi.nlm.nih.gov/33811471/	no_open_pdf_added	Surface GD2 immunotherapeutic-target expression in osteosarcoma depends on cell confluence (assay caveat)
gd2_car_cns	Mount CW et al.	Potent antitumor efficacy of anti-GD2 CAR T cells in H3-K27M(+) diffuse midline gliomas	Nature medicine	2018	10.1038/s41591-018-0006-x	https://pubmed.ncbi.nlm.nih.gov/29662203/	no_open_pdf_added	Potent anti-tumor efficacy of anti-GD2 CAR T cells in H3-K27M+ diffuse midline gliomas (Mount et al preclinical)
gd2_car_cns	Majzner RG et al.	GD2-CAR T cell therapy for H3K27M-mutated diffuse midline gliomas	Nature	2022	10.1038/s41586-022-04489-4	https://pubmed.ncbi.nlm.nih.gov/35130560/	no_open_pdf_added	GD2-CAR T-cell therapy for H3K27M-mutated diffuse midline gliomas (Majzner et al, Nature)
gd2_car_cns	Jiang C et al.	GD2-CAR T Cell Therapy for H3K27M (+) Diffuse Intrinsic Pontine Glioma: A Phase I Clinical Trial and Mechanistic Insights	Immunology	2026	10.1111/imm.70019	https://pubmed.ncbi.nlm.nih.gov/40682569/	no_open_pdf_added	GD2-CAR T-cell therapy for H3K27M+ DIPG: phase I clinical trial results
gd2_car_cns	Ciccone R et al.	GD2-Targeting CAR T-cell Therapy for Patients with GD2+ Medulloblastoma	Clinical cancer research : an official journal of the American Association for Cancer Research	2024	10.1158/1078-0432.CCR-23-1880	https://pubmed.ncbi.nlm.nih.gov/38551501/	no_open_pdf_added	GD2-targeting CAR T-cell therapy for GD2+ medulloblastoma
gd2_car_cns	de Billy E et al.	Dual IGF1R/IR inhibitors in combination with GD2-CAR T-cells display a potent anti-tumor activity in diffuse midline glioma H3K27M-mutant	Neuro-oncology	2022	10.1093/neuonc/noab300	https://pubmed.ncbi.nlm.nih.gov/34964902/	no_open_pdf_added	Dual IGF1R/IR inhibitors combined with GD2-CAR T cells: potent anti-tumor activity
epigenetic_restoration	Zhang Y et al.	EZH2i EPZ-6438 and HDACi vorinostat synergize with ONC201/TIC10 to activate integrated stress response, DR5, reduce H3K27 methylation, ClpX and promote apoptosis of multiple tumor types including DIPG	Neoplasia (New York, N.Y.)	2021	10.1016/j.neo.2021.06.007	https://pubmed.ncbi.nlm.nih.gov/34246076/	no_open_pdf_added	EZH2i (EPZ-6438) + HDACi vorinostat synergize with ONC201/TIC10 to activate integrated stress response (histone-mutant glioma epigenetic combination)
