axis	evidence	disease	manufacturing	engineered	authors	title	venue	year	cited	pmid	doi	pmcid	url	local_fulltext	status
gene_editing_knockouts	preclinical	pan-cancer	yes	yes	Huang RS, Shih HA, Lai MC, Chang YJ, Lin S.	Enhanced NK-92 Cytotoxicity by CRISPR Genome Engineering Using Cas9 Ribonucleoproteins	Frontiers in immunology	2020	78	32528479	10.3389/fimmu.2020.01008	PMC7256201	https://pmc.ncbi.nlm.nih.gov/articles/PMC7256201/	fulltext/huang_2020_pmid32528479.xml	oa_xml
gene_editing_knockouts	preclinical	breast;hnscc_melanoma	no	yes	Bernard PL, Delconte R, Pastor S, Laletin V, Costa Da Silva C, Goubard A, Josselin E, Castellano R, Krug A, Vernerey J, Devillier R, Olive D, Verhoeyen E, Vivier E, Huntington ND, Nunes J, Guittard G.	Targeting CISH enhances natural cytotoxicity receptor signaling and reduces NK cell exhaustion to improve solid tumor immunity	Journal for immunotherapy of cancer	2022	64	35589278	10.1136/jitc-2021-004244	PMC9121483	https://pmc.ncbi.nlm.nih.gov/articles/PMC9121483/	fulltext/bernard_2022_pmid35589278.xml	oa_xml
gene_editing_knockouts	preclinical	breast	yes	yes	Mac Donald A, Guipouy D, Lemieux W, Harvey M, Bordeleau LJ, Guay D, Roméro H, Li Y, Dion R, Béland K, Haddad E.	KLRC1 knockout overcomes HLA-E-mediated inhibition and improves NK cell antitumor activity against solid tumors	Frontiers in immunology	2023	39	37675109	10.3389/fimmu.2023.1231916	PMC10478211	https://pmc.ncbi.nlm.nih.gov/articles/PMC10478211/	fulltext/mac_2023_pmid37675109.xml	oa_xml
gene_editing_knockouts	preclinical	lung	yes	yes	Reggiani F, Talarico G, Gobbi G, Sauta E, Torricelli F, Manicardi V, Zanetti E, Orecchioni S, Falvo P, Piana S, Lococo F, Paci M, Bertolini F, Ciarrocchi A, Sancisi V.	BET inhibitors drive Natural Killer activation in non-small cell lung cancer via BRD4 and SMAD3	Nature communications	2024	14	38519469	10.1038/s41467-024-46778-8	PMC10960013	https://pmc.ncbi.nlm.nih.gov/articles/PMC10960013/	fulltext/reggiani_2024_pmid38519469.xml	oa_xml
gene_editing_knockouts	preclinical	aml_mds	yes	yes	Hoerster K, Uhrberg M, Wiek C, Horn PA, Hanenberg H, Heinrichs S.	"HLA Class I Knockout Converts Allogeneic Primary NK Cells Into Suitable Effectors for ""Off-the-Shelf"" Immunotherapy"	Frontiers in immunology	2020	44	33584651	10.3389/fimmu.2020.586168	PMC7878547	https://pmc.ncbi.nlm.nih.gov/articles/PMC7878547/	fulltext/hoerster_2020_pmid33584651.xml	oa_xml
gene_editing_knockouts	preclinical	pan-cancer	no	no	Sun X, Nagahama Y, Singh SK, Kozakai Y, Nabeshima H, Fukushima K, Tanaka H, Motooka D, Fukui E, Vivier E, Diez D, Akira S.	Deletion of the mRNA endonuclease Regnase-1 promotes NK cell anti-tumor activity via OCT2-dependent transcription of Ifng	Immunity	2024	24	38821052	10.1016/j.immuni.2024.05.006		https://pubmed.ncbi.nlm.nih.gov/38821052/		metadata_only
gene_editing_knockouts	mechanistic	pan-cancer	no	yes	Pomeroy EJ, Hunzeker JT, Kluesner MG, Lahr WS, Smeester BA, Crosby MR, Lonetree CL, Yamamoto K, Bendzick L, Miller JS, Geller MA, Walcheck B, Felices M, Webber BR, Starr TK, Moriarity BS.	A Genetically Engineered Primary Human Natural Killer Cell Platform for Cancer Immunotherapy	Molecular therapy : the journal of the American Society of Gene Therapy	2020	175	31704085	10.1016/j.ymthe.2019.10.009	PMC6953961	https://pmc.ncbi.nlm.nih.gov/articles/PMC6953961/		oa_xml
gene_editing_knockouts	preclinical	myeloma	yes	yes	Clara JA, Levy ER, Reger R, Barisic S, Chen L, Cherkasova E, Chakraborty M, Allan DSJ, Childs R.	High-affinity CD16 integration into a CRISPR/Cas9-edited CD38 locus augments CD38-directed antitumor activity of primary human natural killer cells	Journal for immunotherapy of cancer	2022	26	35135865	10.1136/jitc-2021-003804	PMC8830298	https://pmc.ncbi.nlm.nih.gov/articles/PMC8830298/	fulltext/clara_2022_pmid35135865.xml	oa_xml
gene_editing_knockouts	translational_human	pan-cancer	no	yes	Bi J, Huang C, Jin X, Zheng C, Huang Y, Zheng X, Tian Z, Sun H.	TIPE2 deletion improves the therapeutic potential of adoptively transferred NK cells	Journal for immunotherapy of cancer	2023	25	36725083	10.1136/jitc-2022-006002	PMC9896240	https://pmc.ncbi.nlm.nih.gov/articles/PMC9896240/	fulltext/bi_2023_pmid36725083.xml	oa_xml
gene_editing_knockouts	translational_human	gi	yes	yes	Xu Y, Sun F, Tian Y, Zeng G, Lei G, Bai Z, Wang Y, Ge X, Wang J, Xiao C, Wang Z, Hu M, Song J, Yang P, Liu R.	Enhanced NK cell activation via eEF2K-mediated potentiation of the cGAS-STING pathway in hepatocellular carcinoma	International immunopharmacology	2024	22	38320351	10.1016/j.intimp.2024.111628		https://pubmed.ncbi.nlm.nih.gov/38320351/		metadata_only
gene_editing_knockouts	process_method	gbm_cns	yes	yes	Morimoto T, Nakazawa T, Matsuda R, Nishimura F, Nakamura M, Yamada S, Nakagawa I, Park YS, Tsujimura T, Nakase H.	CRISPR-Cas9-Mediated TIM3 Knockout in Human Natural Killer Cells Enhances Growth Inhibitory Effects on Human Glioma Cells	International journal of molecular sciences	2021	51	33800561	10.3390/ijms22073489	PMC8036491	https://pmc.ncbi.nlm.nih.gov/articles/PMC8036491/	fulltext/morimoto_2021_pmid33800561.xml	oa_xml
gene_editing_knockouts	preclinical	pan-cancer	yes	yes	Matson AW, Hullsiek R, Dixon KJ, Wang S, Lindstedt AJ, Friess RR, Phung SK, Freedman TS, Felices M, Truckenbrod EN, Wu J, Miller JS, Walcheck B.	Enhanced IL-15-mediated NK cell activation and proliferation by an ADAM17 function-blocking antibody involves CD16A, CD137, and accessory cells	Journal for immunotherapy of cancer	2024	9	39053944	10.1136/jitc-2024-008959	PMC11284835	https://pmc.ncbi.nlm.nih.gov/articles/PMC11284835/	fulltext/matson_2024_pmid39053944.xml	oa_xml
gene_editing_knockouts	review	pan-cancer	yes	yes	Afolabi LO, Adeshakin AO, Sani MM, Bi J, Wan X.	Genetic reprogramming for NK cell cancer immunotherapy with CRISPR/Cas9	Immunology	2019	66	31315144	10.1111/imm.13094		https://pubmed.ncbi.nlm.nih.gov/31315144/		metadata_only
gene_editing_knockouts	review	pan-cancer	yes	yes	Fazeli A, Ullrich E, Cathomen T, Bexte T.	Engineering with care: safety assessment platforms for CRISPR-modified natural killer cells	Frontiers in immunology	2025	2	41425600	10.3389/fimmu.2025.1711414	PMC12714958	https://pmc.ncbi.nlm.nih.gov/articles/PMC12714958/	fulltext/fazeli_2025_pmid41425600.xml	oa_xml
metabolism_persistence	preclinical	pan-cancer	yes	no	Michelet X, Dyck L, Hogan A, Loftus RM, Duquette D, Wei K, Beyaz S, Tavakkoli A, Foley C, Donnelly R, O'Farrelly C, Raverdeau M, Vernon A, Pettee W, O'Shea D, Nikolajczyk BS, Mills KHG, Brenner MB, Finlay D, Lynch L.	Metabolic reprogramming of natural killer cells in obesity limits antitumor responses	Nature immunology	2018	536	30420624	10.1038/s41590-018-0251-7		https://pubmed.ncbi.nlm.nih.gov/30420624/		metadata_only
metabolism_persistence	preclinical	breast	yes	no	Baginska J, Viry E, Berchem G, Poli A, Noman MZ, van Moer K, Medves S, Zimmer J, Oudin A, Niclou SP, Bleackley RC, Goping IS, Chouaib S, Janji B.	Granzyme B degradation by autophagy decreases tumor cell susceptibility to natural killer-mediated lysis under hypoxia	Proceedings of the National Academy of Sciences of the United States of America	2013	285	24101526	10.1073/pnas.1304790110	PMC3808626	https://pmc.ncbi.nlm.nih.gov/articles/PMC3808626/		oa_xml
metabolism_persistence	preclinical	pan-cancer	no	yes	Loftus RM, Assmann N, Kedia-Mehta N, O'Brien KL, Garcia A, Gillespie C, Hukelmann JL, Oefner PJ, Lamond AI, Gardiner CM, Dettmer K, Cantrell DA, Sinclair LV, Finlay DK.	Amino acid-dependent cMyc expression is essential for NK cell metabolic and functional responses in mice	Nature communications	2018	325	29904050	10.1038/s41467-018-04719-2	PMC6002377	https://pmc.ncbi.nlm.nih.gov/articles/PMC6002377/	fulltext/loftus_2018_pmid29904050.xml	oa_xml
metabolism_persistence	preclinical	pan-cancer	yes	no	Pan R, Ryan J, Pan D, Wucherpfennig KW, Letai A.	Augmenting NK cell-based immunotherapy by targeting mitochondrial apoptosis	Cell	2022	174	35447071	10.1016/j.cell.2022.03.030	PMC9097966	https://pmc.ncbi.nlm.nih.gov/articles/PMC9097966/		oa_xml
metabolism_persistence	review	pan-cancer	no	no	Terrén I, Orrantia A, Vitallé J, Zenarruzabeitia O, Borrego F.	NK Cell Metabolism and Tumor Microenvironment	Frontiers in immunology	2019	421	31616440	10.3389/fimmu.2019.02278	PMC6769035	https://pmc.ncbi.nlm.nih.gov/articles/PMC6769035/	fulltext/terrn_2019_pmid31616440.xml	oa_xml
metabolism_persistence	preclinical	pan-cancer	yes	yes	Viel S, Marçais A, Guimaraes FS, Loftus R, Rabilloud J, Grau M, Degouve S, Djebali S, Sanlaville A, Charrier E, Bienvenu J, Marie JC, Caux C, Marvel J, Town L, Huntington ND, Bartholin L, Finlay D, Smyth MJ, Walzer T.	TGF-β inhibits the activation and functions of NK cells by repressing the mTOR pathway	Science signaling	2016	562	26884601	10.1126/scisignal.aad1884		https://pubmed.ncbi.nlm.nih.gov/26884601/		metadata_only
metabolism_persistence	preclinical	hnscc_melanoma	yes	no	Sceneay J, Chow MT, Chen A, Halse HM, Wong CS, Andrews DM, Sloan EK, Parker BS, Bowtell DD, Smyth MJ, Möller A.	Primary tumor hypoxia recruits CD11b+/Ly6Cmed/Ly6G+ immune suppressor cells and compromises NK cell cytotoxicity in the premetastatic niche	Cancer research	2012	258	22751463	10.1158/0008-5472.can-11-3873		https://pubmed.ncbi.nlm.nih.gov/22751463/		metadata_only
metabolism_persistence	translational_human	breast	no	no	Slattery K, Woods E, Zaiatz-Bittencourt V, Marks S, Chew S, Conroy M, Goggin C, MacEochagain C, Kennedy J, Lucas S, Finlay DK, Gardiner CM.	TGFβ drives NK cell metabolic dysfunction in human metastatic breast cancer	Journal for immunotherapy of cancer	2021	137	33568351	10.1136/jitc-2020-002044	PMC7878131	https://pmc.ncbi.nlm.nih.gov/articles/PMC7878131/	fulltext/slattery_2021_pmid33568351.xml	oa_xml
metabolism_persistence	preclinical	hnscc_melanoma	yes	yes	Wu S, Peng H, Li S, Huang L, Wang X, Li Y, Liu Y, Xiong P, Yang Q, Tian K, Wu W, Pu R, Lu X, Xiao Z, Yang J, Zhong Z, Gao Y, Deng Y, Deng Y.	The ω-3 Polyunsaturated Fatty Acid Docosahexaenoic Acid Enhances NK-Cell Antitumor Effector Functions	Cancer immunology research	2024	27	38526128	10.1158/2326-6066.cir-23-0359	PMC11148550	https://pmc.ncbi.nlm.nih.gov/articles/PMC11148550/	fulltext/wu_2024_pmid38526128.xml	oa_xml
metabolism_persistence	translational_human	gu	no	yes	Portale F, Carriero R, Iovino M, Kunderfranco P, Kunderfranco P, Pandini M, Marelli G, Morina N, Lazzeri M, Casale P, Colombo P, De Simone G, Camisaschi C, Lugli E, Basso G, Cibella J, Marchini S, Bordi M, Meregalli G, Garbin A, Dambra M, Magrini E, Rackwitz W, Cecconi F, Corbelli A, Fiordaliso F, Eitler J, Tonn T, Di Mitri D.	C/EBPβ-dependent autophagy inhibition hinders NK cell function in cancer	Nature communications	2024	25	39609420	10.1038/s41467-024-54355-2	PMC11604937	https://pmc.ncbi.nlm.nih.gov/articles/PMC11604937/	fulltext/portale_2024_pmid39609420.xml	oa_xml
metabolism_persistence	process_method	myeloma	yes	no	Sarkar S, Germeraad WT, Rouschop KM, Steeghs EM, van Gelder M, Bos GM, Wieten L.	Hypoxia induced impairment of NK cell cytotoxicity against multiple myeloma can be overcome by IL-2 activation of the NK cells	PloS one	2013	150	23724099	10.1371/journal.pone.0064835	PMC3665801	https://pmc.ncbi.nlm.nih.gov/articles/PMC3665801/	fulltext/sarkar_2013_pmid23724099.xml	oa_xml
metabolism_persistence	review	pan-cancer	no	no	Miao L, Lu C, Zhang B, Li H, Zhao X, Chen H, Liu Y, Cui X.	Advances in metabolic reprogramming of NK cells in the tumor microenvironment on the impact of NK therapy	Journal of translational medicine	2024	61	38433193	10.1186/s12967-024-05033-w	PMC10909296	https://pmc.ncbi.nlm.nih.gov/articles/PMC10909296/	fulltext/miao_2024_pmid38433193.xml	oa_xml
metabolism_persistence	translational_human	gi	yes	yes	von Kries A, Garcés-Lázaro I, Balzasch BM, Sticht C, Shaltiel IA, Boonekamp KE, Sams A, Triassi A, Hofman T, Burgermeister E, Betge J, Ebert M, Boutros M, Helming L, Stojanovic A, Cerwenka A.	Colorectal cancer organoids drive hypoxia, TGF-β, and patient-specific diversification of NK cell activation programs	Journal for immunotherapy of cancer	2025	7	41360426	10.1136/jitc-2025-012988	PMC12684226	https://pmc.ncbi.nlm.nih.gov/articles/PMC12684226/	fulltext/von_2025_pmid41360426.xml	oa_xml
metabolism_persistence	mechanistic	pan-cancer	no	yes	Meng M, Zhong Z, Song L, Zhang Z, Yin X, Xie X, Tian L, Wu W, Yang Y, Deng Y, Peng H, Wu S, Ran G, Lin Y, Lai Q, Bi Q, Yan F, Ji Y, Wang Y, Li X, Yi P, Yu J, Deng Y.	mTOR Signaling Promotes Rapid m6A mRNA Methylation to Regulate NK-Cell Activation and Effector Functions	Cancer immunology research	2024	22	38640466	10.1158/2326-6066.cir-23-0339		https://pubmed.ncbi.nlm.nih.gov/38640466/		metadata_only
metabolism_persistence	process_method	pan-cancer	yes	no	Teng R, Wang Y, Lv N, Zhang D, Williamson RA, Lei L, Chen P, Lei L, Wang B, Fu J, Liu X, He A, O'Dwyer M, Hu J.	Hypoxia Impairs NK Cell Cytotoxicity through SHP-1-Mediated Attenuation of STAT3 and ERK Signaling Pathways	Journal of immunology research	2020	72	33123602	10.1155/2020/4598476	PMC7584946	https://pmc.ncbi.nlm.nih.gov/articles/PMC7584946/	fulltext/teng_2020_pmid33123602.xml	oa_xml
metabolism_persistence	process_method	gu	yes	yes	Xu LJ, Ma Q, Zhu J, Li J, Xue BX, Gao J, Sun CY, Zang YC, Zhou YB, Yang DR, Shan YX.	Combined inhibition of JAK1,2/Stat3‑PD‑L1 signaling pathway suppresses the immune escape of castration‑resistant prostate cancer to NK cells in hypoxia	Molecular medicine reports	2018	47	29693186	10.3892/mmr.2018.8905	PMC5983983	https://pmc.ncbi.nlm.nih.gov/articles/PMC5983983/	fulltext/xu_2018_pmid29693186.xml	oa_xml
metabolism_persistence	review	pan-cancer	yes	no	Ghosh S, Dutta R, Goswami D, Ghatak D, De R.	Mitochondrial dynamics and metabolic attributes regulate function of natural killer cell and infiltration in tumor microenvironment modulating disease progression	Biochimica et biophysica acta. Reviews on cancer	2025	18	41075850	10.1016/j.bbcan.2025.189471		https://pubmed.ncbi.nlm.nih.gov/41075850/		metadata_only
metabolism_persistence	mechanistic	gi	no	no	Wei C, Liao K, Chen HJ, Xiao ZX, Meng Q, Liu ZK, Lu YX, Sheng H, Mo HY, Wu QN, Han Y, Zeng ZL, Guan XY, Luo HY, Ju HQ, Xu RH.	Nuclear mitochondrial acetyl-CoA acetyltransferase 1 orchestrates natural killer cell-dependent antitumor immunity in colorectal cancer	Signal transduction and targeted therapy	2025	6	40289129	10.1038/s41392-025-02221-y	PMC12034769	https://pmc.ncbi.nlm.nih.gov/articles/PMC12034769/	fulltext/wei_2025_pmid40289129.xml	oa_xml
cytokine_support	clinical_trial	aml_mds	yes	yes	Romee R, Rosario M, Berrien-Elliott MM, Wagner JA, Jewell BA, Schappe T, Leong JW, Abdel-Latif S, Schneider SE, Willey S, Neal CC, Yu L, Oh ST, Lee YS, Mulder A, Claas F, Cooper MA, Fehniger TA.	Cytokine-induced memory-like natural killer cells exhibit enhanced responses against myeloid leukemia	Science translational medicine	2016	792	27655849	10.1126/scitranslmed.aaf2341	PMC5436500	https://pmc.ncbi.nlm.nih.gov/articles/PMC5436500/		oa_xml
cytokine_support	review	pan-cancer	yes	yes	Abel AM, Yang C, Thakar MS, Malarkannan S.	Natural Killer Cells: Development, Maturation, and Clinical Utilization	Frontiers in immunology	2018	922	30150991	10.3389/fimmu.2018.01869	PMC6099181	https://pmc.ncbi.nlm.nih.gov/articles/PMC6099181/	fulltext/abel_2018_pmid30150991.xml	oa_xml
cytokine_support	preclinical	pan-cancer	yes	no	D'Andrea A, Aste-Amezaga M, Valiante NM, Ma X, Kubin M, Trinchieri G.	Interleukin 10 (IL-10) inhibits human lymphocyte interferon gamma-production by suppressing natural killer cell stimulatory factor/IL-12 synthesis in accessory cells	The Journal of experimental medicine	1993	947	8102388	10.1084/jem.178.3.1041	PMC2191152	https://pmc.ncbi.nlm.nih.gov/articles/PMC2191152/	fulltext/dandrea_1993_pmid8102388.xml	oa_xml
cytokine_support	preclinical	lymphoma_cll	no	yes	Liu E, Tong Y, Dotti G, Shaim H, Savoldo B, Mukherjee M, Orange J, Wan X, Lu X, Reynolds A, Gagea M, Banerjee P, Cai R, Bdaiwi MH, Basar R, Muftuoglu M, Li L, Marin D, Wierda W, Keating M, Champlin R, Shpall E, Rezvani K.	Cord blood NK cells engineered to express IL-15 and a CD19-targeted CAR show long-term persistence and potent antitumor activity	Leukemia	2018	705	28725044	10.1038/leu.2017.226	PMC6063081	https://pmc.ncbi.nlm.nih.gov/articles/PMC6063081/		oa_xml
cytokine_support	mechanistic	pan-cancer	yes	yes	Carson WE, Giri JG, Lindemann MJ, Linett ML, Ahdieh M, Paxton R, Anderson D, Eisenmann J, Grabstein K, Caligiuri MA.	Interleukin (IL) 15 is a novel cytokine that activates human natural killer cells via components of the IL-2 receptor	The Journal of experimental medicine	1994	774	7523571	10.1084/jem.180.4.1395	PMC2191697	https://pmc.ncbi.nlm.nih.gov/articles/PMC2191697/	fulltext/carson_1994_pmid7523571.xml	oa_xml
cytokine_support	clinical_trial	pan-cancer	yes	yes	Shah NN, Baird K, Delbrook CP, Fleisher TA, Kohler ME, Rampertaap S, Lemberg K, Hurley CK, Kleiner DE, Merchant MS, Pittaluga S, Sabatino M, Stroncek DF, Wayne AS, Zhang H, Fry TJ, Mackall CL.	Acute GVHD in patients receiving IL-15/4-1BBL activated NK cells following T-cell-depleted stem cell transplantation	Blood	2015	200	25452614	10.1182/blood-2014-07-592881	PMC4311226	https://pmc.ncbi.nlm.nih.gov/articles/PMC4311226/		oa_xml
cytokine_support	mechanistic	pan-cancer	yes	yes	Ndhlovu LC, Lopez-Vergès S, Barbour JD, Jones RB, Jha AR, Long BR, Schoeffler EC, Fujita T, Nixon DF, Lanier LL.	Tim-3 marks human natural killer cell maturation and suppresses cell-mediated cytotoxicity	Blood	2012	442	22383801	10.1182/blood-2011-11-392951	PMC3335380	https://pmc.ncbi.nlm.nih.gov/articles/PMC3335380/		oa_xml
cytokine_support	preclinical	pan-cancer	no	yes	Huntington ND, Legrand N, Legrand N, Alves NL, Jaron B, Weijer K, Plet A, Corcuff E, Mortier E, Jacques Y, Spits H, Di Santo JP.	IL-15 trans-presentation promotes human NK cell development and differentiation in vivo	The Journal of experimental medicine	2009	481	19103877	10.1084/jem.20082013	PMC2626663	https://pmc.ncbi.nlm.nih.gov/articles/PMC2626663/	fulltext/huntington_2009_pmid19103877.xml	oa_xml
cytokine_support	preclinical	pan-cancer	yes	no	Kitamura H, Iwakabe K, Yahata T, Nishimura S, Ohta A, Ohmi Y, Sato M, Takeda K, Okumura K, Van Kaer L, Kawano T, Taniguchi M, Nishimura T.	The natural killer T (NKT) cell ligand alpha-galactosylceramide demonstrates its immunopotentiating effect by inducing interleukin (IL)-12 production by dendritic cells and IL-12 receptor expression on NKT cells	The Journal of experimental medicine	1999	448	10190903	10.1084/jem.189.7.1121	PMC2193012	https://pmc.ncbi.nlm.nih.gov/articles/PMC2193012/	fulltext/kitamura_1999_pmid10190903.xml	oa_xml
cytokine_support	clinical_trial	aml_mds	yes	yes	Berrien-Elliott MM, Becker-Hapak M, Cashen AF, Jacobs M, Wong P, Foster M, McClain E, Desai S, Pence P, Cooley S, Brunstein C, Gao F, Abboud CN, Uy GL, Westervelt P, Jacoby MA, Pusic I, Stockerl-Goldstein KE, Schroeder MA, DiPersio JF, Soon-Shiong P, Miller JS, Fehniger TA.	Systemic IL-15 promotes allogeneic cell rejection in patients treated with natural killer cell adoptive therapy	Blood	2022	103	34797911	10.1182/blood.2021011532	PMC9211446	https://pmc.ncbi.nlm.nih.gov/articles/PMC9211446/		oa_xml
cytokine_support	preclinical	pan-cancer	yes	yes	Denman CJ, Senyukov VV, Somanchi SS, Phatarpekar PV, Kopp LM, Johnson JL, Singh H, Hurton L, Maiti SN, Huls MH, Champlin RE, Cooper LJ, Lee DA.	Membrane-bound IL-21 promotes sustained ex vivo proliferation of human natural killer cells	PloS one	2012	566	22279576	10.1371/journal.pone.0030264	PMC3261192	https://pmc.ncbi.nlm.nih.gov/articles/PMC3261192/	fulltext/denman_2012_pmid22279576.xml	oa_xml
cytokine_support	preclinical	pan-cancer	no	yes	Ni J, Miller M, Stojanovic A, Garbi N, Cerwenka A.	Sustained effector function of IL-12/15/18-preactivated NK cells against established tumors	The Journal of experimental medicine	2012	334	23209317	10.1084/jem.20120944	PMC3526364	https://pmc.ncbi.nlm.nih.gov/articles/PMC3526364/	fulltext/ni_2012_pmid23209317.xml	oa_xml
cytokine_support	clinical_trial	pan-cancer	yes	yes	Viaud S, Terme M, Flament C, Taieb J, André F, Novault S, Escudier B, Robert C, Caillat-Zucman S, Tursz T, Zitvogel L, Chaput N.	Dendritic cell-derived exosomes promote natural killer cell activation and proliferation: a role for NKG2D ligands and IL-15Ralpha	PloS one	2009	371	19319200	10.1371/journal.pone.0004942	PMC2657211	https://pmc.ncbi.nlm.nih.gov/articles/PMC2657211/	fulltext/viaud_2009_pmid19319200.xml	oa_xml
cytokine_support	preclinical	lymphoma_cll;gi	no	yes	Van den Eynde A, Gehrcken L, Verhezen T, Lau HW, Hermans C, Lambrechts H, Flieswasser T, Quatannens D, Roex G, Zwaenepoel K, Marcq E, Joye P, Cardenas De La Hoz E, Deben C, Gasparini A, Montay-Gruel P, Le Compte M, Lion E, Lardon F, Van Laere S, Siozopoulou V, Campillo-Davo D, De Waele J, Pauwels P, Jacobs J, Smits E, Van Audenaerde JRM.	IL-15-secreting CAR natural killer cells directed toward the pan-cancer target CD70 eliminate both cancer cells and cancer-associated fibroblasts	Journal of hematology & oncology	2024	90	38331849	10.1186/s13045-024-01525-w	PMC10854128	https://pmc.ncbi.nlm.nih.gov/articles/PMC10854128/	fulltext/van_2024_pmid38331849.xml	oa_xml
cytokine_support	preclinical	gbm_cns	no	yes	Shanley M, Daher M, Dou J, Li S, Basar R, Rafei H, Dede M, Gumin J, Pantaleόn Garcίa J, Nunez Cortes AK, He S, Jones CM, Acharya S, Fowlkes NW, Xiong D, Singh S, Shaim H, Hicks SC, Liu B, Jain A, Zaman MF, Miao Q, Li Y, Uprety N, Liu E, Muniz-Feliciano L, Deyter GM, Mohanty V, Zhang P, Evans SE, Shpall EJ, Lang FF, Chen K, Rezvani K.	Interleukin-21 engineering enhances NK cell activity against glioblastoma via CEBPD	Cancer cell	2024	83	39137729	10.1016/j.ccell.2024.07.007	PMC11370652	https://pmc.ncbi.nlm.nih.gov/articles/PMC11370652/		oa_xml
cytokine_support	review	pan-cancer	yes	yes	Carlsten M, Childs RW.	Genetic Manipulation of NK Cells for Cancer Immunotherapy: Techniques and Clinical Implications	Frontiers in immunology	2015	191	26113846	10.3389/fimmu.2015.00266	PMC4462109	https://pmc.ncbi.nlm.nih.gov/articles/PMC4462109/	fulltext/carlsten_2015_pmid26113846.xml	oa_xml
cytokine_support	preclinical	pan-cancer	yes	yes	Rafei H, Basar R, Acharya S, Hsu YS, Liu P, Zhang D, Bohn T, Liang Q, Mohanty V, Upadhyay R, Li P, Phadatare P, Dede M, Xiong D, Fan H, Jones CM, Kunz S, Daher M, Nunez Cortes AK, Shanley M, Liu B, Moseley SM, Zhang C, Fang D, Banerjee P, Uprety N, Li Y, Shrestha R, Wan X, Shen H, Woods V, Gilbert AL, Rawal S, Dou J, Tan Y, Park JM, Reyes Silva F, Biederstädt A, Kaplan M, Jiang XR, Biederstädt I, Kumar B, Tiberti S, Moore M, Jin J, Yang RZ, Muniz-Feliciano L, Rosemore S, Lin P, Deyter GM, Fowlkes NW, Jain AK, Marin D, Maitra A, Chen K, Bopp T, Shpall EJ, Rezvani K.	CREM is a regulatory checkpoint of CAR and IL-15 signalling in NK cells	Nature	2025	35	40468083	10.1038/s41586-025-09087-8	PMC12286855	https://pmc.ncbi.nlm.nih.gov/articles/PMC12286855/	fulltext/rafei_2025_pmid40468083.xml	oa_xml
cytokine_support	preclinical	lymphoma_cll	yes	yes	Berjis A, Muthumani D, Aguilar OA, Pomp O, Johnson O, Finck AV, Engel NW, Chen L, Plachta N, Scholler J, Lanier LL, June CH, Sheppard NC.	Pretreatment with IL-15 and IL-18 rescues natural killer cells from granzyme B-mediated apoptosis after cryopreservation	Nature communications	2024	44	38729924	10.1038/s41467-024-47574-0	PMC11087472	https://pmc.ncbi.nlm.nih.gov/articles/PMC11087472/	fulltext/berjis_2024_pmid38729924.xml	oa_xml
cytokine_support	mechanistic	pan-cancer	yes	yes	Kennedy PR, Arvindam US, Phung SK, Ettestad B, Feng X, Li Y, Kile QM, Hinderlie P, Khaw M, Huang RS, Kaufman M, Puchalska P, Russell A, Butler J, Abbott L, McClure P, Luo X, Lu QT, Blazar BR, Crawford PA, Lim J, Miller JS, Felices M.	Metabolic programs drive function of therapeutic NK cells in hypoxic tumor environments	Science advances	2024	50	39475618	10.1126/sciadv.adn1849	PMC11524192	https://pmc.ncbi.nlm.nih.gov/articles/PMC11524192/	fulltext/kennedy_2024_pmid39475618.xml	oa_xml
cytokine_support	process_method	pan-cancer	yes	yes	Choi YH, Lim EJ, Kim SW, Moon YW, Park KS, An HJ.	IL-27 enhances IL-15/IL-18-mediated activation of human natural killer cells	Journal for immunotherapy of cancer	2019	90	31277710	10.1186/s40425-019-0652-7	PMC6612093	https://pmc.ncbi.nlm.nih.gov/articles/PMC6612093/	fulltext/choi_2019_pmid31277710.xml	oa_xml
cytokine_support	process_method	pan-cancer	yes	yes	Kweon S, Phan MT, Chun S, Yu H, Kim J, Kim S, Lee J, Ali AK, Lee SH, Kim SK, Doh J, Cho D.	Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21	Frontiers in immunology	2019	87	31105701	10.3389/fimmu.2019.00879	PMC6491902	https://pmc.ncbi.nlm.nih.gov/articles/PMC6491902/	fulltext/kweon_2019_pmid31105701.xml	oa_xml
cytokine_support	process_method	pan-cancer	yes	yes	Sahm C, Schönfeld K, Wels WS.	Expression of IL-15 in NK cells results in rapid enrichment and selective cytotoxicity of gene-modified effectors that carry a tumor-specific antigen receptor	Cancer immunology, immunotherapy : CII	2012	153	22310931	10.1007/s00262-012-1212-x	PMC11029748	https://pmc.ncbi.nlm.nih.gov/articles/PMC11029748/		oa_xml
cytokine_support	translational_human	pan-cancer	yes	yes	Al-Attar A, Presnell SR, Clasey JL, Long DE, Walton RG, Sexton M, Starr ME, Kern PA, Peterson CA, Lutz CT.	Human Body Composition and Immunity: Visceral Adipose Tissue Produces IL-15 and Muscle Strength Inversely Correlates with NK Cell Function in Elderly Humans	Frontiers in immunology	2018	23	29559978	10.3389/fimmu.2018.00440	PMC5845694	https://pmc.ncbi.nlm.nih.gov/articles/PMC5845694/	fulltext/alattar_2018_pmid29559978.xml	oa_xml
