category	authors	title	venue	year	pmid	doi	pmcid	url	local_fulltext	supp_pdf	topics	status
GD2	Yankelevich M, Kondadasula SV, Thakur A, Buck S, Cheung NK, Lum LG.	Anti-CD3 × anti-GD2 bispecific antibody redirects T-cell cytolytic activity to neuroblastoma targets	Pediatric blood & cancer	2012	22707078	10.1002/pbc.24237	PMC3792711	https://pmc.ncbi.nlm.nih.gov/articles/PMC3792711/			geo:US;preclinical_or_early	pmid_only
GD2	Ruf P, Schäfer B, Eissler N, Mocikat R, Hess J, Plöscher M, Wosch S, Suckstorff I, Zehetmeier C, Lindhofer H.	Ganglioside GD2-specific trifunctional surrogate antibody Surek demonstrates therapeutic activity in a mouse melanoma model	Journal of translational medicine	2012	23134699	10.1186/1479-5876-10-219	PMC3543252	https://pmc.ncbi.nlm.nih.gov/articles/PMC3543252/	fulltext/ruf_2012_pmid23134699.xml		geo:Europe|US;preclinical_or_early	OA_available
GD2	Xu H, Cheng M, Guo H, Chen Y, Huse M, Cheung NK.	Retargeting T cells to GD2 pentasaccharide on human tumors using Bispecific humanized antibody	Cancer immunology research	2015	25542634	10.1158/2326-6066.cir-14-0230-t	PMC4351131	https://pmc.ncbi.nlm.nih.gov/articles/PMC4351131/			geo:US;preclinical_or_early	pmid_only
GD2	Deppisch N, Ruf P, Eissler N, Neff F, Buhmann R, Lindhofer H, Mocikat R.	Efficacy and Tolerability of a GD2-Directed Trifunctional Bispecific Antibody in a Preclinical Model: Subcutaneous Administration Is Superior to Intravenous Delivery	Molecular cancer therapeutics	2015	26063765	10.1158/1535-7163.mct-15-0156		https://doi.org/10.1158/1535-7163.mct-15-0156			geo:Europe;preclinical_or_early	pmid_only
GD2	Cheng M, Ahmed M, Xu H, Cheung NK.	Structural design of disialoganglioside GD2 and CD3-bispecific antibodies to redirect T cells for tumor therapy	International journal of cancer	2015	24895182	10.1002/ijc.29007	PMC4517675	https://pmc.ncbi.nlm.nih.gov/articles/PMC4517675/			geo:US;preclinical_or_early	pmid_only
GD2	Hoseini SS, Dobrenkov K, Pankov D, Xu XL, Cheung NK.	Bispecific antibody does not induce T-cell death mediated by chimeric antigen receptor against disialoganglioside GD2	Oncoimmunology	2017	28680755	10.1080/2162402x.2017.1320625	PMC5486173	https://pmc.ncbi.nlm.nih.gov/articles/PMC5486173/	fulltext/hoseini_2017_pmid28680755.xml		geo:US;recent	OA_available
GD2	Zirngibl F, Ivasko SM, Grunewald L, Klaus A, Schwiebert S, Ruf P, Lindhofer H, Astrahantseff K, Andersch L, Schulte JH, Lode HN, Eggert A, Anders K, Hundsdoerfer P, Künkele A.	GD2-directed bispecific trifunctional antibody outperforms dinutuximab beta in a murine model for aggressive metastasized neuroblastoma	Journal for immunotherapy of cancer	2021	34285106	10.1136/jitc-2021-002923	PMC8292814	https://pmc.ncbi.nlm.nih.gov/articles/PMC8292814/	fulltext/zirngibl_2021_pmid34285106.xml		geo:Europe;recent	OA_available
GD2	Nakajima M, Guo HF, Hoseini SS, Suzuki M, Xu H, Cheung NV.	Potent antitumor effect of T cells armed with anti-GD2 bispecific antibody	Pediatric blood & cancer	2021	33844437	10.1002/pbc.28971	PMC9347186	https://pmc.ncbi.nlm.nih.gov/articles/PMC9347186/			geo:US;recent	pmid_only
GD2	Ivasko SM, Anders K, Grunewald L, Launspach M, Klaus A, Schwiebert S, Ruf P, Lindhofer H, Lode HN, Andersch L, Schulte JH, Eggert A, Hundsdoerfer P, Künkele A, Zirngibl F.	Combination of GD2-directed bispecific trifunctional antibody therapy with Pd-1 immune checkpoint blockade induces anti-neuroblastoma immunity in a syngeneic mouse model	Frontiers in immunology	2022	36700232	10.3389/fimmu.2022.1023206	PMC9869131	https://pmc.ncbi.nlm.nih.gov/articles/PMC9869131/	fulltext/ivasko_2022_pmid36700232.xml		geo:Europe;recent	OA_available
GD2	Arendt AM, Heubach F, Maier CP, Giardino S, Jung G, Kowalewski E, Rabsteyn A, Amorelli G, Seitz C, Schlegel P, Handgretinger R, Lang P.	Targeting GD2 after allogeneic SCT: effector cell composition defines the optimal use of ch14.18 and the bispecific antibody construct NG-CU (GD2-CD3)	Cancer immunology, immunotherapy : CII	2023	37742286	10.1007/s00262-023-03536-x	PMC10576705	https://pmc.ncbi.nlm.nih.gov/articles/PMC10576705/	fulltext/arendt_2023_pmid37742286.xml		geo:Europe;recent	OA_available
GD2	Yankelevich M, Thakur A, Modak S, Chu R, Taub J, Martin A, Schalk DL, Schienshang A, Whitaker S, Rea K, Lee DW, Liu Q, Shields A, Cheung N, Lum LG.	Targeting GD2-positive Refractory/Resistant Neuroblastoma and Osteosarcoma with Anti- CD3 x Anti-GD2 Bispecific Antibody Armed T cells	Research Square	2023		10.21203/rs.3.rs-3570311/v1		https://doi.org/10.21203/rs.3.rs-3570311/v1			recent	record_only
GD2	Yankelevich M, Thakur A, Modak S, Chu R, Taub J, Martin A, Schalk D, Schienshang A, Whitaker S, Rea K, Lee DW, Liu Q, Shields AF, Cheung NV, Lum LG.	Targeting refractory/recurrent neuroblastoma and osteosarcoma with anti-CD3×anti-GD2 bispecific antibody armed T cells	Journal for immunotherapy of cancer	2024	38519053	10.1136/jitc-2023-008744	PMC10961524	https://pmc.ncbi.nlm.nih.gov/articles/PMC10961524/	fulltext/yankelevich_2024_pmid38519053.xml		geo:US;recent	OA_available
GD2	Kitidee K, Amonyingcharoen S, Preedagasamzin S, Atjanasuppat K, Sawaisorn P, Srimorkun P, Petvises S, Chaicumpa W, Borwornpinyo S, Anurathapan U, Hongeng S.	Combining CD3/GD2 bispecific T cell engager with human Vγ9Vδ2 T cells facilitates neuroblastoma cell targeting and killing in vitro	PloS one	2025	40489497	10.1371/journal.pone.0325389	PMC12148185	https://pmc.ncbi.nlm.nih.gov/articles/PMC12148185/	fulltext/kitidee_2025_pmid40489497.xml		geo:US;recent	OA_available
GD2	Sawasdee N, Panya A, Sujjitjoon J, Yenchitsomanus PT, Thepmalee C.	Harnessing a bispecific αGD2 × αCD3 protein engager to target GD2-overexpressing lung tumors	Scientific reports	2026	41807526	10.1038/s41598-026-42885-2	PMC13096118	https://pmc.ncbi.nlm.nih.gov/articles/PMC13096118/	fulltext/sawasdee_2026_pmid41807526.xml		recent	OA_available
Claudin18_2	Zhu G, Foletti D, Liu X, Ding S, Melton Witt J, Hasa-Moreno A, Rickert M, Holz C, Aschenbrenner L, Yang AH, Kraynov E, Evering W, Obert L, Lee C, Sai T, Mistry T, Lindquist KC, Van Blarcom T, Strop P, Chaparro-Riggers J, Liu SH.	Targeting CLDN18.2 by CD3 Bispecific and ADC Modalities for the Treatments of Gastric and Pancreatic Cancer	Scientific reports	2019	31182754	10.1038/s41598-019-44874-0	PMC6557842	https://pmc.ncbi.nlm.nih.gov/articles/PMC6557842/	fulltext/zhu_2019_pmid31182754.xml		geo:US;recent	OA_available
Claudin18_2	Zhu G, Foletti D, Liu X, Ding S, Melton Witt J, Hasa-Moreno A, Rickert M, Holz C, Aschenbrenner L, Yang AH, Kraynov E, Evering W, Obert L, Lee C, Sai T, Mistry T, Lindquist KC, Van Blarcom T, Strop P, Chaparro-Riggers J, Liu SH.	Author Correction: Targeting CLDN18.2 by CD3 Bispecific and ADC Modalities for the Treatments of Gastric and Pancreatic Cancer	Scientific reports	2019	31700121	10.1038/s41598-019-53130-4	PMC6838164	https://pmc.ncbi.nlm.nih.gov/articles/PMC6838164/	fulltext/zhu_2019_pmid31700121.xml		geo:US;recent	OA_available
Claudin18_2	Liang J, Zhang H, Huang Y, Fan L, Li F, Li M, Yan Y, Zhang J, Li Z, Yang X.	A CLDN18.2-Targeting Bispecific T Cell Co-Stimulatory Activator for Cancer Immunotherapy	Cancer management and research	2021	34522140	10.2147/cmar.s330637	PMC8434866	https://pmc.ncbi.nlm.nih.gov/articles/PMC8434866/	fulltext/liang_2021_pmid34522140.xml		geo:China;recent	OA_available
Claudin18_2	Xu G, Qian N, Liu Y, Li H, Yang C, Wang J, Wang F, Chen L, Bai G, Xu Q, Pan X, Gao X.	Preclinical characterization of a Fab-like CD3/CLDN18.2 XFab® bispecific antibody against solid tumors	Immunobiology	2022	36198215	10.1016/j.imbio.2022.152283		https://doi.org/10.1016/j.imbio.2022.152283			geo:China;recent	pmid_only
Claudin18_2	Xu Y, Fu J, Henderson M, Lee F, Jurcak N, Henn A, Wahl J, Shao Y, Wang J, Lyman M, Funes V, Espinoza B, Zhang R, Washington I, Chen SY, Zlomke H, Wang J, Niu N, Li P, Meng F, Burns W, Friedrich M, Stienen S, Bailis JM, Zheng L.	CLDN18.2 BiTE Engages Effector and Regulatory T Cells for Antitumor Immune Response in Preclinical Models of Pancreatic Cancer	Gastroenterology	2023	37507075	10.1053/j.gastro.2023.06.037	PMC11008763	https://pmc.ncbi.nlm.nih.gov/articles/PMC11008763/			geo:China|Europe|US;recent	pmid_only
Claudin18_2	Gao J, Wang Z, Jiang W, Zhang Y, Meng Z, Niu Y, Sheng Z, Chen C, Liu X, Chen X, Liu C, Jia K, Zhang C, Liao H, Jung J, Sung E, Chung H, Zhang JZ, Zhu AX, Shen L.	CLDN18.2 and 4-1BB bispecific antibody givastomig exerts antitumor activity through CLDN18.2-expressing tumor-directed T-cell activation	Journal for immunotherapy of cancer	2023	37364935	10.1136/jitc-2023-006704	PMC10410885	https://pmc.ncbi.nlm.nih.gov/articles/PMC10410885/	fulltext/gao_2023_pmid37364935.xml		geo:China|US;recent	OA_available
Claudin18_2	Ma Z, Zhou Z, Duan W, Yao G, Sheng S, Zong S, Zhang X, Li C, Liu Y, Ou F, Dahar MR, Huang Y, Yu L.	DR30318, a novel tri-specific T cell engager for Claudin 18.2 positive cancers immunotherapy	Cancer immunology, immunotherapy : CII	2024	38554200	10.1007/s00262-024-03673-x	PMC10981630	https://pmc.ncbi.nlm.nih.gov/articles/PMC10981630/	fulltext/ma_2024_pmid38554200.xml		geo:China|US;recent	OA_available
Claudin18_2	Zhou T, Hou X, Yan J, Li L, Xie Y, Bai W, Jiang W, Zou Y, Li X, Liu Z, Zhang Z, Xu B, Mao G, Wang Y, Gao S, Wang X, Zhao T, Wang H, Sun H, Zhang X, Yu J, Huang C, Liu J, Hao J.	CD64&lt;sup&gt;+&lt;/sup&gt; fibroblast-targeted vilanterol and a STING agonist augment CLDN18.2 BiTEs efficacy against pancreatic cancer by reducing desmoplasia and enriching stem-like CD8&lt;sup&gt;+&lt;/sup&gt; T cells	Gut	2024	39187291	10.1136/gutjnl-2024-332371		https://doi.org/10.1136/gutjnl-2024-332371			geo:China;recent	pmid_only
Claudin18_2	Gaspar M, Natoli M, Castan L, Rahmy S, Korade M, Kelton C, Mulgrew K, Huhn O, Rees DG, Sigurdardottir A, Lloyd C, Taylor JJ, Brailey PM, Dallaway L, Toloczko A, Giraldo N, Broggi MAS, Kunihiro A, Abhishek S, He Y, Rong Y, Eyles J, Ball K, Fitzgerald J, Hammond SA, Cemerski S, Dovedi SJ, Cobbold M.	An affinity-modulated T cell engager targeting Claudin 18.2 shows potent anti-tumor activity with limited cytokine release	Journal for immunotherapy of cancer	2025	40759445	10.1136/jitc-2025-011857	PMC12323529	https://pmc.ncbi.nlm.nih.gov/articles/PMC12323529/	fulltext/gaspar_2025_pmid40759445.xml		geo:China|US;recent	OA_available
Claudin18_2	Ku G, Shen L, Dayyani F, Kratz J, Liang X, Liu F, Wang Z, Feller L, Girda E, Pan H, Kim S, Deng Y, Deng T, Liu T, Powderly J, Spencer K, Schneider R, Berlin J, Xu CC, Ahlers CM, Liu X, Chung JK, Sabbatini P, Park J, Lim Y, Jeon J, Meng Y, Klempner SJ.	A First-in-Human Study of Givastomig, a CLDN18.2 and 4-1BB Bispecific Antibody, as Monotherapy in Patients with CLDN18.2-Positive Advanced or Metastatic Solid Tumors	Clinical cancer research : an official journal of the American Association for Cancer Research	2025	40586719	10.1158/1078-0432.ccr-24-4280	PMC12582174	https://pmc.ncbi.nlm.nih.gov/articles/PMC12582174/	fulltext/ku_2025_pmid40586719.xml		geo:China|US;recent	OA_available
Claudin18_2	Zhu Y, Liu X, Zhang C, Zhou S, Ye D, Tang Q, Xiao H, Bi F.	The claudin-18.2-CD3 bispecific antibody IBI389 exerts an antitumor effect on malignant tumors with positive claudin-18.2 expression by promoting T-cell infiltration and remodeling the tumor immune microenvironment	Translational cancer research	2026	41969434	10.21037/tcr-2026-0474	PMC13067181	https://pmc.ncbi.nlm.nih.gov/articles/PMC13067181/	fulltext/zhu_2026_pmid41969434.xml		geo:China;recent	OA_available
Claudin18_2	Liu S, Felsenstein M, Liu S, Sauer IM, Ashraf MI.	Targeting the stromal-immune barrier: A novel strategy to overcome resistance to CLDN18.2/CD3 bispecific T-cell engager therapy in pancreatic cancer	Cancer letters	2026	41519462	10.1016/j.canlet.2026.218248		https://doi.org/10.1016/j.canlet.2026.218248			geo:Europe|US;recent	pmid_only
Claudin18_2	Chu H, Xu G, Liu Y, Qian N, Li Y, Liu Y, Pan X, Gao X, Ou L, Lv J, Song H.	Preclinical Evaluation of AHT-102, a CLDN18.2 × CD3 Bispecific Antibody: Pharmacokinetics, Anti-Tumor Efficacy, Tissue Distribution, and Safety Profile	Drugs in R&D	2026	41746497	10.1007/s40268-026-00535-y	PMC13076708	https://pmc.ncbi.nlm.nih.gov/articles/PMC13076708/	fulltext/chu_2026_pmid41746497.xml		geo:China;recent	OA_available
Mesothelin_MUC_PSCA	Suurs FV, Lorenczewski G, Bailis JM, Stienen S, Friedrich M, Lee F, van der Vegt B, de Vries EGE, de Groot DA, Lub-de Hooge MN.	Mesothelin/CD3 half-life extended bispecific T-cell engager molecule shows specific tumor uptake and distributes to mesothelin and CD3 expressing tissues	Journal of nuclear medicine : official publication, Society of Nuclear Medicine	2021	33931466	10.2967/jnumed.120.259036	PMC8612194	https://pmc.ncbi.nlm.nih.gov/articles/PMC8612194/			geo:Europe;recent	pmid_only
Mesothelin_MUC_PSCA	Gopalakrishnapillai A, Correnti CE, Pilat K, Lin I, Chan MK, Bandaranayake AD, Mehlin C, Kisielewski A, Hamill D, Kaeding AJ, Meshinchi S, Olson JM, Kolb EA, Barwe SP.	Immunotherapeutic Targeting of Mesothelin Positive Pediatric AML Using Bispecific T Cell Engaging Antibodies	Cancers	2021	34885074	10.3390/cancers13235964	PMC8657033	https://pmc.ncbi.nlm.nih.gov/articles/PMC8657033/	fulltext/gopalakrishnapillai_2021_pmid34885074.xml		geo:Europe|US;recent	OA_available
Mesothelin_MUC_PSCA	Yeku OO, Rao TD, Laster I, Kononenko A, Purdon TJ, Wang P, Cui Z, Liu H, Brentjens RJ, Spriggs D.	Bispecific T-Cell Engaging Antibodies Against MUC16 Demonstrate Efficacy Against Ovarian Cancer in Monotherapy and in Combination With PD-1 and VEGF Inhibition	Frontiers in immunology	2021	33936101	10.3389/fimmu.2021.663379	PMC8079980	https://pmc.ncbi.nlm.nih.gov/articles/PMC8079980/	fulltext/yeku_2021_pmid33936101.xml		geo:US;recent	OA_available
Mesothelin_MUC_PSCA	Wang Q, Ma X, Wu H, Zhao C, Chen J, Li R, Yan S, Li Y, Zhang Q, Song K, Yuan C, Kong B.	Oncolytic adenovirus with MUC16-BiTE shows enhanced antitumor immune response by reversing the tumor microenvironment in PDX model of ovarian cancer	Oncoimmunology	2022	35800156	10.1080/2162402x.2022.2096362	PMC9255048	https://pmc.ncbi.nlm.nih.gov/articles/PMC9255048/	fulltext/wang_2022_pmid35800156.xml		geo:China;recent	OA_available
Mesothelin_MUC_PSCA	Snell D, Gunde T, Warmuth S, Chatterjee B, Brock M, Hess C, Johansson M, Simonin A, Spiga FM, Weinert C, Kirk N, Bassler N, Campos Carrascosa L, Flückiger N, Heiz R, Wagen S, Giezendanner N, Alberti A, Yaman Y, Mahler D, Diem D, Lichtlen P, Urech D.	An engineered T-cell engager with selectivity for high mesothelin-expressing cells and activity in the presence of soluble mesothelin	Oncoimmunology	2023	37456982	10.1080/2162402x.2023.2233401		https://doi.org/10.1080/2162402x.2023.2233401			geo:Europe|US;recent	pmid_only
Mesothelin_MUC_PSCA	Fang J, Lai S, Yu H, Ma L.	Suppression of MUC1-Overexpressing Tumors by a Novel MUC1/CD3 Bispecific Antibody	Antibodies (Basel, Switzerland)	2023	37489369	10.3390/antib12030047	PMC10366937	https://pmc.ncbi.nlm.nih.gov/articles/PMC10366937/	fulltext/fang_2023_pmid37489369.xml		geo:China|Europe;recent	OA_available
Mesothelin_MUC_PSCA	Grasso L, Jiang Q, Hassan R, Nicolaides NC, Kline JB.	NAV-003, a bispecific antibody targeting a unique mesothelin epitope and CD3ε with improved cytotoxicity against humoral immunosuppressed tumors	European journal of immunology	2023	37146241	10.1002/eji.202250309	PMC10524251	https://pmc.ncbi.nlm.nih.gov/articles/PMC10524251/			geo:US;recent	pmid_only
Mesothelin_MUC_PSCA	Zhu M, Madia P, Crawford A, Brouwer-Visser J, Krueger P, Haber L, Peterman M, Uldrick TS, Miller E, Davis JD, Retter MW.	Translational findings support regimen selection for first-in-human study of ubamatamab (MUC16 × CD3 bispecific antibody) in patients with recurrent ovarian cancer	Clinical and translational science	2024	39652449	10.1111/cts.70082	PMC11627180	https://pmc.ncbi.nlm.nih.gov/articles/PMC11627180/	fulltext/zhu_2024_pmid39652449.xml		geo:US;recent	OA_available
Mesothelin_MUC_PSCA	Smans K, Nesspor T, De Breucker S, van Heerde E, Valckx A, Van Slycken N, Sproesser K, Mattson Cypert B, Packman K, Chu G, Fisher J, Mazzanti N, Petley T, Chan W, Del Rosario B, Liu T, Ember S, Shaffer PL, Clawson JS, Bauml JM, Moores S, Laquerre S, Gavine PR.	JNJ-79032421, a Novel Membrane-restricted Mesothelin-targeting T-cell-engaging Bispecific Antibody for the Treatment of Mesothelin-positive Cancers	Molecular cancer therapeutics	2026	41773493	10.1158/1535-7163.mct-25-0665		https://doi.org/10.1158/1535-7163.mct-25-0665			geo:Europe|US;recent	pmid_only
solid_tumor_other	Gohil SH, Evans R, Harasser M, El-Kholy M, Paredes-Moscosso SR, Della Peruta M, Nathwani AC.	Ibrutinib enhances the efficacy of ROR1 bispecific T cell engager mediated cytotoxicity in chronic lymphocytic leukaemia	British journal of haematology	2019	30957227	10.1111/bjh.15911		https://doi.org/10.1111/bjh.15911			geo:Europe;recent	pmid_only
solid_tumor_other	Sam J, Colombetti S, Fauti T, Roller A, Biehl M, Fahrni L, Nicolini V, Perro M, Nayak T, Bommer E, Schoenle A, Karagianni M, Le Clech M, Steinhoff N, Klein C, Umaña P, Bacac M.	Combination of T-Cell Bispecific Antibodies With PD-L1 Checkpoint Inhibition Elicits Superior Anti-Tumor Activity	Frontiers in oncology	2020	33330050	10.3389/fonc.2020.575737	PMC7735156	https://pmc.ncbi.nlm.nih.gov/articles/PMC7735156/	fulltext/sam_2020_pmid33330050.xml		geo:Europe;recent	OA_available
solid_tumor_other	Harper T, Sharma A, Kaliyaperumal S, Fajardo F, Hsu K, Liu L, Davies R, Wei YL, Zhan J, Estrada J, Kvesic M, Nahrwold L, Deisting W, Panzer M, Cooke K, Lebrec H, Nolan-Stevaux O.	Characterization of an Anti-CD70 Half-Life Extended Bispecific T-Cell Engager (HLE-BiTE) and Associated On-Target Toxicity in Cynomolgus Monkeys	Toxicological sciences : an official journal of the Society of Toxicology	2022	35583313	10.1093/toxsci/kfac052		https://doi.org/10.1093/toxsci/kfac052			geo:Europe|US;recent	pmid_only
solid_tumor_other	Riillo C, Polerà N, Di Martino MT, Juli G, Hokanson CA, Odineca T, Signorelli S, Grillone K, Ascrizzi S, Mancuso A, Staropoli N, Caparello B, Cerra M, Nisticò G, Tagliaferri P, Crea R, Caracciolo D, Tassone P.	A Pronectin™ AXL-targeted first-in-class bispecific T cell engager (pAXLxCD3ε) for ovarian cancer	Journal of translational medicine	2023	37143061	10.1186/s12967-023-04101-x	PMC10161629	https://pmc.ncbi.nlm.nih.gov/articles/PMC10161629/	fulltext/riillo_2023_pmid37143061.xml		geo:Europe|US;recent	OA_available
solid_tumor_other	Wang Y, Zhang Y, Sun H, Chen J, Yang H, Zhong Z, Xiao X, Li Y, Tang Y, Lu H, Tang X, Zhang M, Wu W, Zhou S, Yang J.	Antitumor activity of a ROR1 × CD3 bispecific antibody in non-small cell lung cancer	International immunopharmacology	2023	37499397	10.1016/j.intimp.2023.110686		https://doi.org/10.1016/j.intimp.2023.110686			geo:China;recent	pmid_only
solid_tumor_other	Nelson MH, Fritzell S, Miller R, Werchau D, Van Citters D, Nilsson A, Misher L, Ljung L, Bader R, Deronic A, Chunyk AG, Schultz L, Varas LA, Rose N, Håkansson M, Gross J, Furebring C, Pavlik P, Sundstedt A, Veitonmäki N, Ramos HJ, Säll A, Dahlman A, Bienvenue D, von Schantz L, McMahan CJ, Askmyr M, Hernandez-Hoyos G, Ellmark P.	The Bispecific Tumor Antigen-Conditional 4-1BB x 5T4 Agonist, ALG.APV-527, Mediates Strong T-Cell Activation and Potent Antitumor Activity in Preclinical Studies	Molecular cancer therapeutics	2023	36343381	10.1158/1535-7163.mct-22-0395	PMC9808321	https://pmc.ncbi.nlm.nih.gov/articles/PMC9808321/	fulltext/nelson_2023_pmid36343381.xml		geo:Europe|US;recent	OA_available
solid_tumor_other	Zhou X, Geyer FK, Happel D, Takimoto J, Kolmar H, Rabinovich B.	Using protein geometry to optimize cytotoxicity and the cytokine window of a ROR1 specific T cell engager	Frontiers in immunology	2024	38455046	10.3389/fimmu.2024.1323049	PMC10917902	https://pmc.ncbi.nlm.nih.gov/articles/PMC10917902/	fulltext/zhou_2024_pmid38455046.xml		geo:Europe|US;recent	OA_available
solid_tumor_other	Zhou L, Li Y, Zheng D, Zheng Y, Cui Y, Qin L, Tang Z, Peng D, Wu Q, Long Y, Yao Y, Wong N, Lau J, Li P.	Bispecific CAR-T cells targeting FAP and GPC3 have the potential to treat hepatocellular carcinoma	Molecular therapy. Oncology	2024	38882528	10.1016/j.omton.2024.200817	PMC11179089	https://pmc.ncbi.nlm.nih.gov/articles/PMC11179089/	fulltext/zhou_2024_pmid38882528.xml		geo:China;recent	OA_available
solid_tumor_other	Lin YC, Chen MC, Huang SW, Chen Y, Ho JH, Lin FY, Tan XT, Chiang HC, Huang CC, Tu CY, Cho DY, Chiu SC.	Targeting Dual Immune Checkpoints PD-L1 and HLA-G by Trispecific T Cell Engager for Treating Heterogeneous Lung Cancer	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2024	39234811	10.1002/advs.202309697	PMC11538689	https://pmc.ncbi.nlm.nih.gov/articles/PMC11538689/	fulltext/lin_2024_pmid39234811.xml		geo:China|Europe|US;recent	OA_available
solid_tumor_other	Wang F, Li W, Han G, Xie J, Bai X.	A ROR1 targeted bispecific T cell engager shows high potency in the pre-clinical model of triple negative breast cancer	Breast cancer research : BCR	2025	40165319	10.1186/s13058-025-02005-w	PMC11956192	https://pmc.ncbi.nlm.nih.gov/articles/PMC11956192/	fulltext/wang_2025_pmid40165319.xml		geo:China|US;recent	OA_available
solid_tumor_other	Huang RR, Spliedt M, Kaufman T, Gorlatov S, Barat B, Shah K, Gill J, Stahl K, DiChiara J, Wang Q, Li JC, Alderson R, Moore PA, Brown JG, Tamura J, Zhang X, Bonvini E, Diedrich G.	A Strategy for Simultaneous Engineering of Interspecies Cross-Reactivity, Thermostability, and Expression of a Bispecific 5T4 x CD3 DART<sup>®</sup> Molecule for Treatment of Solid Tumors	Antibodies (Basel, Switzerland)	2025	39846615	10.3390/antib14010007	PMC11755548	https://pmc.ncbi.nlm.nih.gov/articles/PMC11755548/	fulltext/huang_2025_pmid39846615.xml		geo:Europe|US;recent	OA_available
solid_tumor_other	Diamanti P, Bailey BK, Iheanacho OE, Moppett JP, Nathwani AC, Blair A.	Expression and treatment of ROR1+ cells with bispecific T-cell engagers in pediatric acute lymphoblastic leukemia	Blood advances	2025	40238899	10.1182/bloodadvances.2024013814	PMC12246702	https://pmc.ncbi.nlm.nih.gov/articles/PMC12246702/	fulltext/diamanti_2025_pmid40238899.xml		geo:Europe;recent	OA_available
solid_tumor_other	de Jong M, Žiberna R, Veth M, Michielon E, Myrda J, Seidel J, Akbarzadeh M, van Helden PM, Vis AN, Derks S, Lameris R, de Gruijl TD, van der Vliet HJ.	A trophoblast glycoprotein specific 5T4-Vδ2 bispecific T cell engager recruits Vγ9Vδ2-T cells for tumor-selective cytotoxicity across solid malignancies	Clinical immunology (Orlando, Fla.)	2026	41999960	10.1016/j.clim.2026.110707		https://doi.org/10.1016/j.clim.2026.110707			geo:Europe|US;recent	pmid_only
solid_tumor_other	Liu S, Ren Z, Tu Y, Chen P, Zhang Y, Zhao S, Chen X, Deng H, Yang S, Qu F, Zhang M, Gou L, Li Q, Huang Y, Ma F, Yang J.	FTL008.16, a 5T4-Conditional 4-1BB bispecific antibody, potently enhances antitumor immunity via tumor-directed t-cell activation	Oncoimmunology	2026	42268792	10.1080/2162402x.2026.2684136	PMC13271331	https://pmc.ncbi.nlm.nih.gov/articles/PMC13271331/	fulltext/liu_2026_pmid42268792.xml		geo:China;recent	OA_available
cart_tce_combination	Cao G, Zhang G, Liu M, Liu J, Wang Q, Zhu L, Wan X.	GPC3-targeted CAR-T cells secreting B7H3-targeted BiTE exhibit potent cytotoxicity activity against hepatocellular carcinoma cell in the in vitro assay	Biochemistry and biophysics reports	2022	36032401	10.1016/j.bbrep.2022.101324	PMC9399963	https://pmc.ncbi.nlm.nih.gov/articles/PMC9399963/	fulltext/cao_2022_pmid36032401.xml		geo:China;recent	OA_available
cart_tce_combination	Mun SS, Peraro L, Meyerberg J, Korontsvit T, Malviya M, Gardner T, Kyi C, O’Cearbhaill RE, Liu C, Dao T, Scheinberg DA.	Dual targeting ovarian cancer by Muc16 CAR-T cells secreting a bispecific T cell engager antibody for an intracellular tumor antigen WT1	Research Square	2023		10.21203/rs.3.rs-2887299/v1		https://doi.org/10.21203/rs.3.rs-2887299/v1			recent	record_only
cart_tce_combination	Pascual-Pasto G, McIntyre B, Hines MG, Giudice AM, Garcia-Gerique L, Hoffmann J, Mishra P, Matlaga S, Lombardi S, Shraim R, Schürch PM, Yarmarkovich M, Hofmann TJ, Alikarami F, Martinez D, Tsang M, Gil-de-Gómez L, Spear TT, Bernt KM, Wolpaw AJ, Dimitrov DS, Li W, Bosse KR.	CAR T-cell-mediated delivery of bispecific innate immune cell engagers for neuroblastoma	Nature communications	2024	39164224	10.1038/s41467-024-51337-2	PMC11336212	https://pmc.ncbi.nlm.nih.gov/articles/PMC11336212/	fulltext/pascualpasto_2024_pmid39164224.xml		geo:Europe|US;recent	OA_available
cart_tce_combination	Wehrli M, Guinn S, Birocchi F, Kuo A, Sun Y, Larson RC, Almazan AJ, Scarfò I, Bouffard AA, Bailey SR, Anekal PV, Montero Llopis P, Nieman LT, Song Y, Xu KH, Berger TR, Kann MC, Leick MB, Silva H, Salas-Benito D, Kienka T, Grauwet K, Armstrong TD, Zhang R, Zhu Q, Fu J, Schmidts A, Korell F, Jan M, Choi BD, Liss AS, Boland GM, Ting DT, Burkhart RA, Jenkins RW, Zheng L, Jaffee EM, Zimmerman JW, Maus MV.	Mesothelin CAR T Cells Secreting Anti-FAP/Anti-CD3 Molecules Efficiently Target Pancreatic Adenocarcinoma and its Stroma	Clinical cancer research : an official journal of the American Association for Cancer Research	2024	38393682	10.1158/1078-0432.ccr-23-3841	PMC11062832	https://pmc.ncbi.nlm.nih.gov/articles/PMC11062832/			geo:US;recent	pmid_only
